Câu hỏi,LOẠI,DATASET
Hội đồng Bảo an thuộc tổ chức nào?,HUM.group,TRAIN
Thủ tướng Việt Nam là ai?,HUM.ind,TRAIN
Ai là tổng thống thứ 45 của Hoa Kì?,HUM.ind,TRAIN
"Ai là tác giả của tiểu thuyết ""Dế mèn phiêu lưu kí""?",HUM.ind,TRAIN
Hình ai được in trên tiền Việt Nam?,HUM.ind,TRAIN
Ai là chủ tịch Hội Phật giáo Việt Nam?,HUM.ind,TRAIN
Thủ đô Việt Nam là thành phố nào?,LOC,TRAIN
Tập đoàn Vingroup có trụ sở ở đâu?,LOC,TRAIN
Dòng sông nào chảy qua Thành phố Hồ Chí Minh?,LOC,TRAIN
Hành tinh nào xa mặt trời nhất?,LOC,TRAIN
Thành phố có diện tích lớn nhất Việt Nam là thành phố nào?,LOC,TRAIN
Cực nam của Việt Nam nằm ở đâu?,LOC,TRAIN
Bến Nhà Rồng nằm ở đâu?,LOC,TRAIN
Thủ đô của Nga là thành phố nào?,LOC.city,TRAIN
Kể tên một thành phố nổi tiếng về ẩm thực của Trung Quốc,LOC.city,TRAIN
"Thành phố nào của Hoa Kì có biệt danh là ""The Sunshine State""?",LOC.city,TRAIN
Thành phố lớn nhất Việt Nam là thành phố nào?,LOC.city,TRAIN
Khải Hoàn Môn nằm ở thành phố nào?,LOC.city,TRAIN
Tòa nhà Empire State nằm ở thành phố nào?,LOC.city,TRAIN
Thủ đô của Việt Nam là thành phố nào?,LOC.country,TRAIN
Nước nào có diện tích lớn nhất thế giới?,LOC.country,TRAIN
Nước nào nổi tiếng về món mì ở châu Âu?,LOC.country,TRAIN
Nước nào nổi tiếng về kỹ thuật cơ khí ở châu Âu?,LOC.country,TRAIN
Cờ đỏ sao vàng là quốc kì của nước nào?,LOC.country,TRAIN
Kimchi là món ăn truyền thống của nước nào?,LOC.country,TRAIN
Donald Trump là cựu tổng thống của nước nào?,LOC.country,TRAIN
Nước nào có bờ biển dài nhất thế giới?,LOC.country,TRAIN
Nước nào có thủ đô là Paris?,LOC.country,TRAIN
Việt Nam có bao nhiêu dân tộc?,NUM,TRAIN
Việt Nam giành được độc lập vào năm nào?,NUM,TRAIN
IQ của Albert Einstein là bao nhiêu?,NUM,TRAIN
Nhịp tim của người trưởng thành lúc nghỉ ngơi là bao nhiêu?,NUM,TRAIN
Có bao nhiêu sinh viên đang học ở trường ĐH KHTN?,NUM,TRAIN
Lương tối thiểu ở Việt Nam là bao nhiêu?,NUM,TRAIN
Tần số vô tuyến VHF là bao nhiêu?,NUM,TRAIN
Dân số của Việt Nam là bao nhiêu?,NUM,TRAIN
Căn bậc 2 của 16 là gì?,NUM,TRAIN
Bác Hồ ra đi tìm đường cứu nước khi nào?,NUM.date,TRAIN
Ngày quốc tế phụ nữ là ngày nào?,NUM.date,TRAIN
Giỗ tổ Hùng Vương rơi vào ngày nào trong năm 2021?,NUM.date,TRAIN
Trường ĐH KHTN được thành lập vào năm nào?,NUM.date,TRAIN
Con người đặt chân lên mặt trăng lần đầu vào ngày nào?,NUM.date,TRAIN
Trái đất gần mặt trời nhất vào ngày nào?,NUM.date,TRAIN
Rắn có nghe được không?,SELECT,TRAIN
Động vật ăn thịt có thể ăn cỏ không?,SELECT,TRAIN
Động vật ăn cỏ có thể ăn thịt không?,SELECT,TRAIN
Con người có thể sống dưới nước không?,SELECT,TRAIN
Nước Pháp có nằm ở châu Á không?,SELECT,TRAIN
Con bò có thể ngủ nằm không?,SELECT,TRAIN
Rùa có thể tự lật ngược không?,SELECT,TRAIN
Liên Hiệp Quốc có viêt tắt là gì? ,ABBR.abb,TRAIN
"Viết tắt của ""tổ chức y tế thế giới""?",ABBR.abb,TRAIN
"""Quỹ Nhi đồng Liên Hợp Quốc"" gọi tắt là gì?",ABBR.abb,TRAIN
" Tên viết tắt của "" Đại học quốc gia"" là gì?",ABBR.abb,TRAIN
MBA là viết tắt của học vị gì?,ABBR.abb,TRAIN
THPT thông thường là viết tắt của từ gì trong tiếng việt?,ABBR.abb,TRAIN
ACB là tên của ngân hàng gì?,ABBR.exp,TRAIN
FBI là tên viết tắt của tổ chức nào?,ABBR.exp,TRAIN
VNG là viết tắt của công ty nào?,ABBR.exp,TRAIN
NASA là viết tắt của từ gì?,ABBR.exp,TRAIN
ASEAN là viết tắt của từ gì?,ABBR.exp,TRAIN
BA là viết tắt của ngành nghề gì?,ABBR.exp,TRAIN
JP là tên viết tắt của quốc gia nào?,ABBR.exp,TRAIN
NLP là viết tắt của ngành nghề gì?,ABBR.exp,TRAIN
Python là gì?,DESC.def,TRAIN
Định nghĩa của phép so sánh là gì?,DESC.def,TRAIN
Vòng tuần hoàn của nước diễn ra như thế nào?,DESC.def,TRAIN
alpha là gì trong toán học?,DESC.def,TRAIN
Đường xích đạo là gì?,DESC.def,TRAIN
Mặt cắt là gì?,DESC.def,TRAIN
Cầu vồng là hiện tượng gì?,DESC.def,TRAIN
Lực ma sát nghỉ là gì?,DESC.def,TRAIN
La bàn là gì?,DESC.def,TRAIN
"Nguồn gốc và ý nghĩa của từ ""sếp"" là gì?",DESC.desc,TRAIN
Sự khác biệt giữa thích và yêu là gì?,DESC.desc,TRAIN
Nguồn gốc của bánh chưng là gì?,DESC.desc,TRAIN
Nguồn gốc của chữ ký có như thế nào?,DESC.desc,TRAIN
Làm thế nào để phân biệt củ và quả?,DESC.desc,TRAIN
Sự khác nhau giữa cây 1 lá mầm và cây 2 lá mầm là gì?,DESC.desc,TRAIN
Mô tả sự hình thành hóa thạch.,DESC.desc,TRAIN
Sự khác nhau giữa nhạc vàng và bolero là gì?,DESC.desc,TRAIN
Tại sao lá cây có màu xanh?,DESC.reason,TRAIN
Vì sao cây ưa sáng thường mọc ở nơi quang đãng?,DESC.reason,TRAIN
Chức năng của adn là gì?,DESC.reason,TRAIN
Tại sao google cái gì cũng biết?,DESC.reason,TRAIN
Nguyên nhân dẫn đến chiến tranh thế giới?,DESC.reason,TRAIN
Nguyên nhân lũ lụt miền trung là gì?,DESC.reason,TRAIN
Tại sao trẻ em lại có tóc bạc?,DESC.reason,TRAIN
Tại sao mái tôn lại có hình lượn sóng?,DESC.reason,TRAIN
Tại sao trời mưa không nên đứng dưới gốc cây?,DESC.reason,TRAIN
Loài động vật nào có thể sống ở bắc cực?,ENTY,TRAIN
Món ăn nổi tiếng của Nhật bản là gì?,ENTY,TRAIN
Nhạc cụ nào có đầu tiên trên thế giới?,ENTY,TRAIN
Môn thể thao nào dưới nước?,ENTY,TRAIN
Đơn vị tiền tệ của Mỹ là gì?,ENTY,TRAIN
Loài cây nào không có hoa?,ENTY,TRAIN
Bộ phận nào trên cơ thể giúp con người nhai thức ăn?,ENTY,TRAIN
Beethoven là ai?,HUM.desc,TRAIN
Bill Gates là ai?,HUM.desc,TRAIN
Martin Luther là ai?,HUM.desc,TRAIN
Tần Thủy Hoàng là ai?,HUM.desc,TRAIN
Lý Tiểu Long là ai?,HUM.desc,TRAIN
Newton là ai?,HUM.desc,TRAIN
Louis Pasteur là ai?,HUM.desc,TRAIN
Ngày quốc tế phụ nữ bắt nguồn từ tổ chức nào?,HUM.group,TRAIN
Zalo là sản phẩm của công ty nào?,HUM.group,TRAIN
Tổ chức nào là tiền thân của đảng cộng sản Việt nam?,HUM.group,TRAIN
Bộ tộc nào là người bản địa của trung và Nam mỹ?,HUM.group,TRAIN
Dân tộc nào chiếm đa số ở Nga?,HUM.group,TRAIN
Dân tộc nào ít người nhất Việt nam?,HUM.group,TRAIN
Họa sĩ nào là cha đẻ của hội họa điểm sắc?,HUM.group,TRAIN
Facebook do ai sáng lập?,HUM.group,TRAIN
Trường trung học phổ thông nào có điểm chuẩn cao nhất nước ta?,HUM.group,TRAIN
Ai là người đầu tiên đặt chân lên mặt trăng?,HUM.ind,TRAIN
Tổng thống đầu tiên của nước Mỹ là ai?,HUM.ind,TRAIN
Vị vua cuối cùng của Việt Nam là ai?,HUM.ind,TRAIN
Chủ của tập đoàn Vingroup là ai?,HUM.ind,TRAIN
Tác giả của Truyện Kiều là ai?,HUM.ind,TRAIN
Cầu thủ bóng đá nào lập kỉ lục ghi nhiều bàn nhất hiện nay?,HUM.ind,TRAIN
Ca sĩ nào có lượng theo dõi đông nhất hiện nay?,HUM.ind,TRAIN
"Ai được mệnh danh là ""ông hoàng nhạc pop?",HUM.ind,TRAIN
Đâu là thành phố rộng lớn nhất Vương quốc Anh?,LOC,TRAIN
Cầu Cổng Vàng nổi tiếng của Mỹ nằm tại thành phố nào?,LOC,TRAIN
"Trên Trái Đất nơi nào nóng nhất, nơi nào lạnh nhất?",LOC,TRAIN
Nước nào có diện tích lãnh thổ nhỏ nhất thế giới?,LOC,TRAIN
Điểm cực Bắc của Việt Nam nằm ở tỉnh nào?,LOC,TRAIN
Nước nào có đường quỹ đạo đi ngang qua?,LOC,TRAIN
Cà phê có nguồn gốc từ đâu?,LOC,TRAIN
Tòa nhà cao nhất Việt nam là ở thành phố nào?,LOC,TRAIN
Cá sống ở môi trường nào?,LOC,TRAIN
Tháp Eiffel nằm ở thành phố nào?,LOC.city,TRAIN
Thành phố nào đặt tên vị lãnh tụ của nước ta?,LOC.city,TRAIN
Sân bay Nội Bài thuộc thành phố nào?,LOC.city,TRAIN
Thành phố nào có nhà hát Con Sò?,LOC.city,TRAIN
Thành phố nào là thành phố hoa phượng đỏ?,LOC.city,TRAIN
Thành phố nào đông dân nhất Trung quốc?,LOC.city,TRAIN
Thủ đô của Hàn quốc là ở đâu?,LOC.city,TRAIN
Thủ đô của Singapore là gì?,LOC.country,TRAIN
Quốc gia nào có nhiều thủ đô nhất thế giới?,LOC.country,TRAIN
Tokyo là thủ đô của đất nước nào?,LOC.country,TRAIN
"Đất nước nào còn được biết đến với cái tên ""Món quà của sông Nile""?",LOC.country,TRAIN
Đất nước nào là quê hương của loại pho mát Parmesan trứ danh?,LOC.country,TRAIN
Đất nước Papua New Guinea nằm ở châu lục nào?,LOC.country,TRAIN
Quốc gia nào dưới đây có chung đường biên giới với Venezuela?,LOC.country,TRAIN
Quốc gia nào có diện tích lớn nhất khu vực đông nam á?,LOC.country,TRAIN
Việt Nam có bao nhiêu tỉnh thành?,NUM,TRAIN
Dân số của Thái Lan là bao nhiêu?,NUM,TRAIN
Có bao nhiêu bộ luật ở Việt Nam?,NUM,TRAIN
Chỉ số thông minh trung bình là bao nhiêu?,NUM,TRAIN
Hạn mức phạt nồng độ cồn là bao nhiêu?,NUM,TRAIN
Số giờ làm thêm tối đa là bao nhiêu?,NUM,TRAIN
Cơ thể người chiếm bao nhiêu phần trăm là nước?,NUM,TRAIN
Nhiệt độ để nước đóng băng là bao nhiêu?,NUM,TRAIN
Sinh nhật của Bác Hồ là ngày nào?,NUM.date,TRAIN
Kênh đào Panama được khai thông từ bao giờ?,NUM.date,TRAIN
Quốc khánh nước Mỹ là ngày nào?,NUM.date,TRAIN
Hiệp định Geneve được ký kết vào thời gian nào?,NUM.date,TRAIN
Châu Mỹ được tìm ra vào năm nào?,NUM.date,TRAIN
Chiến tranh thế giới thứ nhất diễn ra vào thời gian nào?,NUM.date,TRAIN
Ngày thành lập đảng đoàn thanh niên cộng sản Hồ Chí Minh là ngày nào?,NUM.date,TRAIN
Định luật Niu - tơn được công bố khi nào?,NUM.date,TRAIN
Đài Loan thành lập năm nào?,NUM.date,TRAIN
Cá voi thở bằng phổi hay mang?,SELECT,TRAIN
Chim cánh cụt thuộc loài chim hay thú?,SELECT,TRAIN
Hình có bốn cạnh bằng nhau là hình vuông hay hình chữ nhật?,SELECT,TRAIN
Oxi là đơn chất hay hợp chất?,SELECT,TRAIN
Mặt trăng có không khí không?,SELECT,TRAIN
Việt Nam có khí hậu nhiệt đới đúng hay sai?,SELECT,TRAIN
"Dầu mỏ, khí đốt có phải là kim loại không?",SELECT,TRAIN
Nguyên nhân sinh ra thủy triều là do sức hút mặt trăng với mặt trời phải không?,SELECT,TRAIN
Trạng thái của lớp vỏ trái đất là thể rắn hay lỏng?,SELECT,TRAIN
Có bao nhiêu tháng có 31 ngày?,NUM,TRAIN
Cần ít nhất bao nhiêu que diêm bằng nhau để xếp thành hình có 4 tam giác đều?,NUM,TRAIN
Sông Mê Kông chảy qua mấy nước?,NUM,TRAIN
Trẻ em từ 2-6 tuổi có bao nhiêu răng sữa?,NUM,TRAIN
Số nào là số lẻ nhỏ nhất có 4 chữ số khác nhau?,NUM,TRAIN
Một tháng có nhiều nhất bao nhiêu ngày chủ nhật?,NUM,TRAIN
Số nguyên tố lớn nhất có 2 chữ số là số nào?,NUM,TRAIN
Hai đường chéo của hình thoi tạo với nhau 1 góc bao nhiêu độ?,NUM,TRAIN
Tổng các ước số của 6 là bao nhiêu?,NUM,TRAIN
Bộ môn cử tạ có hai nội dung nào?,ENTY,TRAIN
Con nào có nhiều răng nhất?,ENTY,TRAIN
Hiệp khí đạo là tên khác của môn võ nào?,ENTY,TRAIN
Giải quần vợt nào có lịch sử lâu đời nhất thế giới?,ENTY,TRAIN
Một công cụ để phát hiện những chấn động của trái đất?,ENTY,TRAIN
Khoáng sản được khai thác nhiều nhất tại Lào Cai?,ENTY,TRAIN
Người ta dùng axit gì để khắc lên thủy tinh?,ENTY,TRAIN
Cậu thích ăn cơm hay hủ tiếu?,SELECT,TRAIN
Bạn muốn ở nhà nấu ăn hay ra ngoài ăn?,SELECT,TRAIN
Hôm qua trời nắng hay mưa?,SELECT,TRAIN
Lớp cậu có ai giỏi toán hay không?,SELECT,TRAIN
Chiều nay đi trà sữa không?,SELECT,TRAIN
Con người có thể nâng vật nặng 200kg được không?,SELECT,TRAIN
Xe máy có thể chạy nếu không có xăng không?,SELECT,TRAIN
Sinh nhật của cậu vào ngày mấy?,NUM.date,TRAIN
Sinh nhật Bác Hồ vào ngày mấy?,NUM.date,TRAIN
Ngày mất của Chí Tài là ngày mấy?,NUM.date,TRAIN
Ngày Pháp nổ súng tấn công Đà Nẵng là ngày nào?,NUM.date,TRAIN
Ngày khai sinh nước Việt Nam Cộng Hòa là ngày nào?,NUM.date,TRAIN
Ngày Việt Nam gia nhập Asian là ngày nào?,NUM.date,TRAIN
Ngày đầu tiên hai người gặp nhau là ngày mấy?,NUM.date,TRAIN
Ngày giỗ của ông cậu là ngày nào?,NUM.date,TRAIN
Hạn cuối của bài tập là ngày nào?,NUM.date,TRAIN
Hạn cuối đóng học phí là ngày nào?,NUM.date,TRAIN
Đảng cộng sản đầu tiên được thành lập ở khu vực Đông Nam Á tại nước nào?,LOC.country,TRAIN
Quốc gia nào có kho vũ khí hạt nhân lớn nhất thế giới?,LOC.country,TRAIN
Nước nào sạch nhất thế giới?,LOC.country,TRAIN
Quốc gia nào giàu nhất thế giới?,LOC.country,TRAIN
Quốc gia nào đông dân nhất thế giới?,LOC.country,TRAIN
Nước cuối cùng tham gia Asian là nước nào?,LOC.country,TRAIN
Quốc gia nào có diện tích lớn nhất thế giới?,LOC.country,TRAIN
Quốc gia nào đông dân nhất trên thế giới?,LOC.country,TRAIN
Nước nào luôn ủng hộ Việt Nam?,LOC.country,TRAIN
Thành phố nào luôn chìm trong nước biển?,LOC.city,TRAIN
Thủ đô của Việt Nam là gì?,LOC.city,TRAIN
Thành phố nào có kinh tế phát triển nhất Việt Nam?,LOC.city,TRAIN
Thành phố nào đông dân nhất Việt Nam?,LOC.city,TRAIN
Cực Bắc của Việt Nam là đâu?,LOC.city,TRAIN
Cực Nam của Việt Nam là đâu?,LOC.city,TRAIN
Thành phố diện tích lớn nhất Việt Nam?,LOC.city,TRAIN
Nơi nào có biển số xe là 63?,LOC.city,TRAIN
Quê Bác Hồ nằm ở đâu?,LOC.city,TRAIN
Tại sao nước biển lại mặn?,DESC.reason,TRAIN
Vì sao Trung Quốc muốn xâm lược Việt Nam?,DESC.reason,TRAIN
Vì sao không nên ăn xoài và uống nước lạnh?,DESC.reason,TRAIN
Vì sao khủng long tuyệt chủng?,DESC.reason,TRAIN
Tại sao bạn không nên dùng khăn để lau khô mặt?,DESC.reason,TRAIN
Tại sao tiếng Nhật có tới 3 bảng chữ cái?,DESC.reason,TRAIN
Tại sao phải chuyển đổi hóa đơn điện tử?,DESC.reason,TRAIN
Tại sao khách du lịch không quay lại Việt Nam?,DESC.reason,TRAIN
Thặng dư là gì?,DESC.def,TRAIN
Động từ là gì?,DESC.def,TRAIN
Đồng cảm là gì?,DESC.def,TRAIN
Gia trưởng là gì?,DESC.def,TRAIN
Từ thông là gì?,DESC.def,TRAIN
Ngoại tệ là gì?,DESC.def,TRAIN
Quyền thừa kế là gì?,DESC.def,TRAIN
Đạo hàm là gì?,DESC.def,TRAIN
Hiệp hội các quốc gia Đông Nam Á là gì?,HUM.group,TRAIN
Tổ chức y tế thế giới tên gọi là gì?,HUM.group,TRAIN
Liên minh châu Âu tên gọi là gì?,HUM.group,TRAIN
Tổ chức hợp tác và phát triển thương mại thế giới tên gì?,HUM.group,TRAIN
Công  ty nào giàu nhất Việt Nam?,HUM.group,TRAIN
Tập đoàn nào giàu nhất Việt Nam?,HUM.group,TRAIN
Công ty IT nào nổi tiếng nhất Việt Nam?,HUM.group,TRAIN
Tổ chức hiệp ước Bắc Đại Tây Dương tên gì?,HUM.group,TRAIN
Ngọn núi lửa nào lớn nhất thế giới?,LOC,TRAIN
Dãy núi nào dài nhất thế giới?,LOC,TRAIN
Cậu mua máy tính ở đâu vậy?,LOC,TRAIN
Xe này mua ở đâu vậy?,LOC,TRAIN
Hang động nào đẹp nhất thế giới?,LOC,TRAIN
Đại dương lớn nhất trên thế giới là gì?,LOC,TRAIN
Sa mạc lớn nhất thế giới tên gì?,LOC,TRAIN
Đập thủy điện lớn nhất Việt Nam là gì?,LOC,TRAIN
Bạn nghĩ dịch covid có nguy hiểm không?,HUM.ind,TRAIN
Ý kiến của bạn về việc ở riêng?,HUM.ind,TRAIN
Quan điểm của bạn về việc tử hình phạm nhân?,HUM.ind,TRAIN
Bạn nghĩ cái máy tính này của tôi thế nào?,HUM.ind,TRAIN
Bạn nghĩ sao khi tôi đi phượt Hà Nội bằng xe máy?,HUM.ind,TRAIN
Bạn có tin vào ma không?,HUM.ind,TRAIN
Bạn nghĩ sao nếu tôi bỏ học?,HUM.ind,TRAIN
Bạn nghĩ gì về tôi?d,HUM.ind,TRAIN
Cô ấy trông như thế nào?,HUM.desc,TRAIN
Phong cách ăn mặc của cô ấy như nào?,HUM.desc,TRAIN
Ngoại hình của cô ấy như thế nào?,HUM.desc,TRAIN
Cô ấy trông thế nào lúc rời khỏi tòa nhà?,HUM.desc,TRAIN
Sếp của em như thế nào?,HUM.desc,TRAIN
Cậu là con người như thế nào?,HUM.desc,TRAIN
Ưu điểm của cậu là gì?,HUM.desc,TRAIN
Khuyết điểm của ông ấy là gì?,HUM.desc,TRAIN
Em hãy miêu tả ông của em,HUM.desc,TRAIN
Cái bàn trông thế nào?,DESC.desc,TRAIN
Em hãy miêu tả cái bàn?,DESC.desc,TRAIN
Bãi biển trông như thế nào?,DESC.desc,TRAIN
Em thấy cây cầu này thế nào?,DESC.desc,TRAIN
Món ăn này em thấy sao?,DESC.desc,TRAIN
Em thấy bức ảnh này như thế nào?,DESC.desc,TRAIN
Em hãy mô tả món đồ mà em muốn mua?,DESC.desc,TRAIN
Em hãy mô tả thứ mà em bị mất?,DESC.desc,TRAIN
Ngọn núi đó như thế nào?,DESC.desc,TRAIN
Hung khí trông như thế nào?,DESC.desc,TRAIN
ASIAN là viết tắt của tổ chức nào?,ABBR.exp,TRAIN
NATO là viết tắt của tổ chức nào?,ABBR.exp,TRAIN
VIP là viết tắt của từ gì?,ABBR.exp,TRAIN
EU là tổ chức nào?,ABBR.exp,TRAIN
WHO là viết tắt của từ gì?,ABBR.exp,TRAIN
APEC là tổ chức gì?,ABBR.exp,TRAIN
CIA là tổ chức gì?,ABBR.exp,TRAIN
FIFA là viết tắt của tổ chức gì?,ABBR.exp,TRAIN
Cục tình báo trung ương Mĩ viết tắt như thế nào?,ABBR.abb,TRAIN
Cục điều tra liên bang Mĩ viết tắt là gì?,ABBR.abb,TRAIN
Quỹ tiền tệ quốc tế có viết tắt là gì?,ABBR.abb,TRAIN
Tổ chức sở hữu trí tuệ thế giới có tên viết tắt là gì?,ABBR.abb,TRAIN
Tên viết tắt của cơ quan năng lượng nguyên tử quốc tế là gì?,ABBR.abb,TRAIN
Tổ chức y tế thế giới có tên viết tắt là gì?,ABBR.abb,TRAIN
Liên hợp quốc viết tắt là gì?,ABBR.abb,TRAIN
Hiệp định đối tác xuyên thái bình dương viết tắt là gì?,ABBR.abb,TRAIN
Hiệp định tự do bắc mỹ có tên viết tắt là gì?,ABBR.abb,TRAIN
Liên hiệp quốc có tên tiếng anh viết tắt là gì?,ABBR.abb,TRAIN
Liên hiệp quốc được viết tắt là gì?,ABBR.abb,TRAIN
Tên viết tắt của tổ chức y tế thế giới là gì?,ABBR.abb,TRAIN
Tổ chức lao động quốc tế có tên viết tắt là gì?,ABBR.abb,TRAIN
Viết tắt của màn hình tinh thể lỏng?,ABBR.abb,TRAIN
Tổ chức Hợp tác kinh tế Châu á-Thái Bình Dương có tên viết tắt là gì,ABBR.abb,TRAIN
Asean là tên viết tắt của tổ chức nào?,ABBR.exp,TRAIN
CNTT là viết tắt của gì?,ABBR.exp,TRAIN
UAE là viết tắt của nước nào?,ABBR.exp,TRAIN
WHO là từ viết tắt của tổ chức nào?,ABBR.exp,TRAIN
WTO là viết tắt của tổ chức nào?,ABBR.exp,TRAIN
Bia tiến sĩ ở văn miếu thăng long là gì?,DESC.def,TRAIN
Chèo là gì?,DESC.def,TRAIN
Công suất là gì?,DESC.def,TRAIN
Euro là gì?,DESC.def,TRAIN
Kim loại là gì?,DESC.def,TRAIN
Tiết đông chí là gì?,DESC.def,TRAIN
Từ trường là gì?,DESC.def,TRAIN
Ngôn ngữ lập trình dùng để làm gì?,DESC.desc,TRAIN
Nguồn gốc của thế vận hội olympic?,DESC.desc,TRAIN
Ô nhiễm không khí là gì?,DESC.desc,TRAIN
Phần cuối của nhật ký trong tù viết gì?,DESC.desc,TRAIN
Tại sao cúng giao thừa được gọi là lễ trừ tịch?,DESC.reason,TRAIN
Tại sao người gốc hoa thường ăn cá vào dịp năm mới?,DESC.reason,TRAIN
Album nào giúp adele ghi danh trong sách kỷ lục guinness?,ENTY,TRAIN
Con sông nào được coi là biên giới tự nhiên giữa châu á và châu âu?,ENTY,TRAIN
Hành tinh nào lớn nhất trong thái dương hệ?,ENTY,TRAIN
Hậu giang từng là tên gọi của sông nào?,ENTY,TRAIN
Hồ ngọc hà từng là đại sứ quảng bá cho những thương hiệu nào?,ENTY,TRAIN
Hy lạp giáp với những nước nào?,ENTY,TRAIN
Quân đội hoa kỳ gồm những lực lượng nào?,ENTY,TRAIN
Quốc gia nào rộng thứ nhì trung đông?,ENTY,TRAIN
Sân bay bận rộn thứ hai trên thế giới là sân bay nào?,ENTY,TRAIN
Thu phương từng được những giải thưởng nào?,ENTY,TRAIN
Tôn giáo chủ yếu ở méxico là gì?,ENTY,TRAIN
Giáo hoàng là ai?,HUM.desc,TRAIN
Nelson Mandela là ai?,HUM.desc,TRAIN
Park Hang Seo là ai?,HUM.desc,TRAIN
Phạm băng băng là ai?,HUM.desc,TRAIN
Phạm Nhật Vượng là ai?,HUM.desc,TRAIN
Tôn Trung Sơn là ai?,HUM.desc,TRAIN
Trần Thủ Độ là ai?,HUM.desc,TRAIN
Võ Thị Sáu là ai?,HUM.desc,TRAIN
Ai là người khai sinh ra trung hoa dân quốc?,HUM.ind,TRAIN
Ai quyền lực nhất iran?,HUM.ind,TRAIN
Bài hát Lên ngàn là sáng tác của ai?,HUM.ind,TRAIN
Bộ trưởng bộ giáo dục đầu tiên của nước ta?,HUM.ind,TRAIN
Logarit tự nhiên do ai nghĩ ra?,HUM.ind,TRAIN
Mẹ vua tự đức là ai?,HUM.ind,TRAIN
Thủ lĩnh của cuộc khởi nghĩa Yên Thế là ai?,HUM.ind,TRAIN
Thủ tướng phục vụ lâu nhất trong lịch sử nước anh là ai?,HUM.ind,TRAIN
Tiểu thuyết thần điêu hiệp lữ của tác giả nào?,HUM.ind,TRAIN
Vị vua nào đã cho xây dựng văn miếu?,HUM.ind,TRAIN
Alexander đại đế qua đời ở đâu?,LOC,TRAIN
Bà Nguyễn Thị Duệ đã dạy học ở đâu?,LOC,TRAIN
Ca sĩ thu phương sinh ra ở đâu?,LOC,TRAIN
Ibrahimović bắt đầu sự nghiệp bóng đá tại đâu?,LOC,TRAIN
Iran nằm ở khu vực nào?,LOC,TRAIN
México nằm ở khu vực nào?,LOC,TRAIN
Ba vì trước đây thuộc tỉnh nào?,LOC.city,TRAIN
Công phượng sinh ở đâu?,LOC.city,TRAIN
Núi bà đen ở tỉnh nào của nước ta?,LOC.city,TRAIN
Vườn quốc gia cát bà nằm ở địa phận nào nước ta?,LOC.city,TRAIN
Vườn quốc gia cúc phương nằm ở đâu?,LOC.city,TRAIN
Cổng thành Brandenburg Gate nằm ở thành phố nào?,LOC.city,TRAIN
Đấu trường la mã được xây dựng ở thành phố nào của Italy?,LOC.city,TRAIN
Địa đạo Củ Chi nằm ở thành phố nào?,LOC.city,TRAIN
Hội nghị APEC 2017 diễn ra ở thành phố nào?,LOC.city,TRAIN
Olympic 2008 được tổ chức ở thành phố nào?,LOC.city,TRAIN
Tượng Nữ thần tự do hiện được đặt ở thành phố nào?,LOC.city,TRAIN
Á vận hội đầu tiên được tổ chức ở quốc gia nào?,LOC.country,TRAIN
Bermuda thuộc nước nào?,LOC.country,TRAIN
Louis Braille là người nước nào?,LOC.country,TRAIN
Vườn treo babylon nằm ở quốc gia nào?,LOC.country,TRAIN
World cup năm 1982 được tổ chức ở quốc gia nào?,LOC.country,TRAIN
World cup năm 1998 được tổ chức ở quốc gia nào?,LOC.country,TRAIN
Zalo được sử dụng ở quốc gia nào?,LOC.country,TRAIN
Hiv xuất hiện đầu tiên ở quốc gia nào?,LOC.country,TRAIN
World cup năm 2006 được tổ chức ở quốc gia nào?,LOC.country,TRAIN
Bảng chữ cái hy lạp gồm bao nhiêu ký tự?,NUM,TRAIN
Đại việt sử ký toàn thư của ngô sĩ liên gồm bao nhiêu quyển?,NUM,TRAIN
Dân số của na uy là bao nhiêu?,NUM,TRAIN
Dân số của thượng hải năm 2010 là bao nhiêu?,NUM,TRAIN
Dân số phần lan năm 2015 là bao nhiêu?,NUM,TRAIN
Iran có bao nhiêu di sản thế giới được unesco công nhận?,NUM,TRAIN
Mỗi năm có mấy ngày thứ 6 ngày 13?,NUM,TRAIN
Olympic được tổ chức mấy năm một lần?,NUM,TRAIN
Phim crash đã giành được bao nhiêu giải thưởng oscar?,NUM,TRAIN
Ước tính thế giới tiêu thụ dầu mỏ bao nhiêu mỗi ngày?,NUM,TRAIN
Album đầu tay của adele được phát hành năm nào?,NUM.date,TRAIN
Đại tướng tô lâm nhậm chức bộ trưởng bộ công an năm nào?,NUM.date,TRAIN
Đại việt sử ký toàn thư xuất bản lần đầu năm nào?,NUM.date,TRAIN
David beckham sinh ngày nào?,NUM.date,TRAIN
Franklin delano roosevelt mất năm bao nhiêu?,NUM.date,TRAIN
Hàm nghi lên ngôi năm bao nhiêu tuổi?,NUM.date,TRAIN
Hiệp định đối tác xuyên thái bình dương được ký kết vào ngày nào?,NUM.date,TRAIN
Hồ ngọc hà sinh ngày bao nhiêu?,NUM.date,TRAIN
Hội an được unesco công nhận vào năm nào?,NUM.date,TRAIN
México được công nhận độc lập năm nào?,NUM.date,TRAIN
Phần lan tuyên bố độc lập vào năm nào?,NUM.date,TRAIN
Phùng xuân nhạ sinh ngày mấy?,NUM.date,TRAIN
